section,variable,documented_unit,documented_meaning,documented_access,semantic,fsgap_classification,fsgap_field_or_gap,audit_note,source
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Gravity Transfer Lamp","Bool","Whether the gravity transfer ON lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Bleed Off","Bool","Whether the left engine bleed switch is selected off","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-P1 PneumaticsTelemetry (bleed selected)","Switch selected off.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Bleed Fail Lamp","Bool","Whether the left bleed FAIL lamp is illuminated","READ","FAULT_INDICATION","MIGRATE_CANDIDATE","GAP G-E1 / G-P1 (fault flag per generator, bleed, pack)","FAIL lamp illuminated. A fault indication, not a FailureProvider API (section 41).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Bleed Off Lamp","Bool","Whether the left bleed OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X APU Bleed Off","Bool","Whether the APU bleed switch is selected off","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","Apu.BleedOn (selected = not off); GAP G-P1 flow","Switch selected off. Selection, not bleed flow.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X APU Bleed Fail Lamp","Bool","Whether the APU bleed FAIL lamp is illuminated","READ","FAULT_INDICATION","MIGRATE_CANDIDATE","GAP G-E1 / G-P1 (fault flag per generator, bleed, pack)","FAIL lamp illuminated. A fault indication, not a FailureProvider API (section 41).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X APU Bleed Off Lamp","Bool","Whether the APU bleed OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Crossbleed","Enum","The position of the crossbleed valve switch: 0 = Closed, 1 = Auto, 2 = Open","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-P1 (crossbleed Closed/Auto/Open)","Selector, three states.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Bleed Off","Bool","Whether the right engine bleed switch is selected off","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-P1 PneumaticsTelemetry (bleed selected)","Switch selected off.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Bleed Fail Lamp","Bool","Whether the right bleed FAIL lamp is illuminated","READ","FAULT_INDICATION","MIGRATE_CANDIDATE","GAP G-E1 / G-P1 (fault flag per generator, bleed, pack)","FAIL lamp illuminated. A fault indication, not a FailureProvider API (section 41).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Bleed Off Lamp","Bool","Whether the right bleed OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Pack Off","Bool","Whether the left air conditioning pack switch is selected off","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-P1 (pack selected)","Switch selected off.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Pack Fail Lamp","Bool","Whether the left pack FAIL lamp is illuminated","READ","FAULT_INDICATION","MIGRATE_CANDIDATE","GAP G-E1 / G-P1 (fault flag per generator, bleed, pack)","FAIL lamp illuminated. A fault indication, not a FailureProvider API (section 41).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Pack Off Lamp","Bool","Whether the left pack OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Pack Off","Bool","Whether the right air conditioning pack switch is selected off","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-P1 (pack selected)","Switch selected off.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Pack Fail Lamp","Bool","Whether the right pack FAIL lamp is illuminated","READ","FAULT_INDICATION","MIGRATE_CANDIDATE","GAP G-E1 / G-P1 (fault flag per generator, bleed, pack)","FAIL lamp illuminated. A fault indication, not a FailureProvider API (section 41).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Pack Off Lamp","Bool","Whether the right pack OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Pack Flow","Bool","Whether the pack flow selector is set to the high-flow position","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Pack Flow Lamp","Bool","Whether the pack flow HI lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Ram Air","Bool","Whether the ram air switch/guard has been activated","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Ram Air Lamp","Bool","Whether the ram air OPEN lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Trim Air Off","Bool","Whether the trim air switch is selected off","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Trim Air Off Lamp","Bool","Whether the trim air OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Cockpit Air","Percent over 100","The commanded position of the cockpit air temperature knob","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Fwd Cabin Air","Percent over 100","The commanded position of the forward cabin air temperature knob","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Aft Cabin Air","Percent over 100","The commanded position of the aft cabin air temperature knob","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Fwd Cargo Air","Enum","The position of the forward cargo air switch: 0 = Off, 1 = Vent, 2 = Lo Heat, 3 = Hi Heat","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Aft Cargo Air","Enum","The position of the aft cargo air switch: 0 = Off, 1 = Vent","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Manual Temperature","Bool","Whether manual cabin temperature control mode has been selected","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Manual Temperature Lamp","Bool","Whether the manual temperature control ON lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Recirc Air Off","Bool","Whether the recirculation fan switch is selected off","READ","CONTROL_POSITION","DEFER","GAP G-P1 (P2)","Air conditioning control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Recirc Air Off Lamp","Bool","Whether the recirculation air OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Emergency Depress","Bool","Whether the emergency depressurization switch/guard has been activated","READ","CONTROL_POSITION","DEFER","","Pressurization / cabin control; no cabin altitude source here.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Emergency Depress Lamp","Bool","Whether the emergency depressurization ON lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Man Press","Bool","Whether manual cabin pressurization control mode has been selected","READ","CONTROL_POSITION","DEFER","","Pressurization / cabin control; no cabin altitude source here.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Auto Press Fail Lamp","Bool","Whether the automatic pressurization FAIL lamp is illuminated","READ","FAULT_INDICATION","DEFER","","Pressurization controller fault lamp. No current field.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Man Press Lamp","Bool","Whether the manual pressurization mode lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Ditching","Bool","Whether the ditching mode switch/guard has been activated (seals cabin outflow/inflow valves for a water landing)","READ","CONTROL_POSITION","DEFER","","Pressurization / cabin control; no cabin altitude source here.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Ditching Lamp","Bool","Whether the ditching mode ON lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Passenger Oxygen","Bool","Whether the passenger oxygen masks have been manually deployed","READ","CONTROL_POSITION","DEFER","","Pressurization / cabin control; no cabin altitude source here.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Passenger Oxygen Lamp","Bool","Whether the passenger oxygen deployed lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Manual Rate","Percent over 100","The commanded position of the manual cabin pressurization rate knob","READ","CONTROL_POSITION","DEFER","","Pressurization / cabin control; no cabin altitude source here.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Cowl Anti Ice","Enum","The position of the left engine cowl anti-ice switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-I1 AntiIceTelemetry mode (Off/Auto/On), P1","Selector, three states.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Cowl Anti Ice","Enum","The position of the right engine cowl anti-ice switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-I1 AntiIceTelemetry mode (Off/Auto/On), P1","Selector, three states.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Wing Anti Ice","Enum","The position of the wing anti-ice switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-I1 AntiIceTelemetry mode (Off/Auto/On), P1","Selector, three states.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Probe Heat","Bool","Read/write: whether the pitot/static probe heat switch is on; the ICCP also clears this back to off itself each tick (ground probe-heat test pulse)","READ_WRITE","UNKNOWN","AMBIGUOUS","GAP G-I1 AntiIce","Documented as read/write AND cleared back to off by the ICCP each tick (ground test pulse): a read may not reflect the switch. Live check required.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Probe Heat Lamp","Bool","Whether the probe heat ground-test lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Ground-test lamp; driver not documented.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Side Window Heat Off","Bool","Whether the left side window heat switch is selected off","READ","CONTROL_POSITION","DEFER","GAP G-I1 (P2)","Switch selected off.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Side Window Heat Off Lamp","Bool","Whether the left side window heat OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Side Window Heat Off","Bool","Whether the right side window heat switch is selected off","READ","CONTROL_POSITION","DEFER","GAP G-I1 (P2)","Switch selected off.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Side Window Heat Off Lamp","Bool","Whether the right side window heat OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Windshield Heat Off","Bool","Whether the left windshield heat switch is selected off","READ","CONTROL_POSITION","DEFER","GAP G-I1 (P2)","Switch selected off.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Windshield Heat Off Lamp","Bool","Whether the left windshield heat OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Windshield Heat Off","Bool","Whether the right windshield heat switch is selected off","READ","CONTROL_POSITION","DEFER","GAP G-I1 (P2)","Switch selected off.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Windshield Heat Off Lamp","Bool","Whether the right windshield heat OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X APU Switch","Enum","The position of the APU control switch: 0 = Off, 1 = Run, 2 = Start","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","Apu.MasterSwitchOn (Run or Start = on); GAP G-U1 selector mode","Selector 0 Off / 1 Run / 2 Start. Not the APU operating state.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X PTU","Enum","The position of the power transfer unit pump switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-H1 hydraulic pump selector mode (Off/Auto/On)","Selector position. Never a pressure (section 29).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X ACMP 2B","Enum","The position of the AC motor pump 2B switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-H1 hydraulic pump selector mode (Off/Auto/On)","Selector position. Never a pressure (section 29).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X ACMP 3A","Enum","The position of the AC motor pump 3A switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-H1 hydraulic pump selector mode (Off/Auto/On)","Selector position. Never a pressure (section 29).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X ACMP 3B","Enum","The position of the AC motor pump 3B switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-H1 hydraulic pump selector mode (Off/Auto/On)","Selector position. Never a pressure (section 29).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Hyd 1 SOV","Bool","Whether the hydraulic system 1 shutoff valve switch is selected on, as monitored by the overhead panel","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-H1 (shutoff valve selected)","Switch selected on. Not the valve position.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Hyd 1 SOV Lamp","Bool","Whether the hydraulic 1 SOV CLOSED lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Hyd 2 SOV","Bool","Whether the hydraulic system 2 shutoff valve switch is selected on, as monitored by the overhead panel","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-H1 (shutoff valve selected)","Switch selected on. Not the valve position.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Hyd 2 SOV Lamp","Bool","Whether the hydraulic 2 SOV CLOSED lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X PFCC 1 Off","Bool","Whether primary flight control computer 1's power switch is selected off","READ","CONTROL_POSITION","DEFER","","Flight control computer power switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X PFCC 1 Off Lamp","Bool","Whether the PFCC 1 OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X PFCC 2 Off","Bool","Whether primary flight control computer 2's power switch is selected off","READ","CONTROL_POSITION","DEFER","","Flight control computer power switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X PFCC 2 Off Lamp","Bool","Whether the PFCC 2 OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X PFCC 3 Off","Bool","Whether primary flight control computer 3's power switch is selected off","READ","CONTROL_POSITION","DEFER","","Flight control computer power switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X PFCC 3 Off Lamp","Bool","Whether the PFCC 3 OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Dome Lights","Bool","Whether the cockpit dome light switch is on","READ","CONTROL_POSITION","NOT_RELEVANT","","Lighting / display control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Annun Lights","Enum","The position of the annunciator light brightness switch: 0 = Dim, 1 = Bright, 2 = Storm","READ","CONTROL_POSITION","NOT_RELEVANT","","Lighting / display control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Nav Lights","Bool","Whether the navigation lights switch is on","READ","CONTROL_POSITION","DEFER","","Exterior light switch. A future ExteriorLights section could carry it; no consumer today.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Beacon Lights","Bool","Whether the beacon lights switch is on","READ","CONTROL_POSITION","DEFER","","Exterior light switch. A future ExteriorLights section could carry it; no consumer today.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Strobe Lights","Bool","Whether the strobe lights switch is on","READ","CONTROL_POSITION","DEFER","","Exterior light switch. A future ExteriorLights section could carry it; no consumer today.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Logo Lights","Bool","Whether the logo lights switch is on","READ","CONTROL_POSITION","DEFER","","Exterior light switch. A future ExteriorLights section could carry it; no consumer today.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Wing Insp Lights","Bool","Whether the wing inspection lights switch is on","READ","CONTROL_POSITION","DEFER","","Exterior light switch. A future ExteriorLights section could carry it; no consumer today.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Taxi Lights","Enum","The position of the taxi light switch: 0 = Off, 1 = Narrow, 2 = Wide","READ","CONTROL_POSITION","DEFER","","Exterior light switch. A future ExteriorLights section could carry it; no consumer today.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
